id,name,album,album_id,duration,release_date,release_date_precision,popularity,external_ids,artist_1,artist_2,artist_3,artist_4,artist_5,artist_6,artist_7,artist_8,artist_9,artist_10
1YgDGKyKhFlimPw3mLavPG,Fancy Clown (feat. Viktor Vaughn),Madvillainy,19bQiwEKhXUBJWY6oV3KZk,115826,2004-03-24,day,62,{'isrc': 'US2S70465017'},2aoFQUeHD1U7pL098lRsDU,5LhTec3c7dcqBvpLRWbMcf,2pAWfrd7WFF3XhVt9GooDL,0wIb0PhwT3disoWykRhq6V,,,,,,
2m10twwgw9NxzvlQkwCOIO,Supervillain Theme (Instrumental),Madvillainy,19bQiwEKhXUBJWY6oV3KZk,50520,2004-03-24,day,0,{'isrc': 'US2S70465019'},2aoFQUeHD1U7pL098lRsDU,5LhTec3c7dcqBvpLRWbMcf,2pAWfrd7WFF3XhVt9GooDL,,,,,,,
3PJV3HC2LogvCrS6hDs2el,Protein,Protein,4GiYLASQVCiNWIt6Z1g5BZ,175266,2022-04-13,day,39,{'isrc': 'GBMVH2200080'},0q8eApZJs5WDBxayY9769C,6l7R1jntPahGxwJt7Tky8h,,,,,,,,
5Nu4AvrNgIx42nWGbteHLh,Victory Dance,Where I'm Meant To Be,0nhfG8lPabvjTN0ACcwBux,295893,2022-11-04,day,0,{'isrc': 'USBQU2100148'},5BRAUN0yN8557PLRZIr02W,,,,,,,,,
5U1edKpf8zZ04KtkvBOvbu,God Rest Ye Merry Gentlemen,God Rest Ye Merry Gentlemen (Spotify Singles Holiday),6gwykwTqf7AToBqlTgYSbJ,215306,2023-11-14,day,0,{'isrc': 'USBQU2300402'},5BRAUN0yN8557PLRZIr02W,,,,,,,,,
7HCMTcTZM6i2SKZjBtWqkc,The Christmas Waltz,A Very Laufey Holiday,3yAHCdy8s77OpoBvVY9EJp,167666,2024-11-01,day,55,{'isrc': 'QMDA72207000'},7gW0r5CkdEUMm42w9XpyZO,,,,,,,,,
4jHl6jgzZOnS4nGamPZ1Uk,Santa Baby,A Very Laufey Holiday,3yAHCdy8s77OpoBvVY9EJp,182040,2024-11-01,day,72,{'isrc': 'QMDA62475902'},7gW0r5CkdEUMm42w9XpyZO,,,,,,,,,
4R3AU2pjv8ge2siX1fVbZs,Goddess,Goddess,6iud55ph203oHsmq9VQBRQ,267866,2024-03-06,day,62,{'isrc': 'QM4TW2430375'},7gW0r5CkdEUMm42w9XpyZO,,,,,,,,,
1nyq415CD3956bDtNVgmRt,Dreamer - Live at the Hollywood Bowl,A Night At The Symphony: Live at the Hollywood Bowl,5JCuiPbX9OrBLWhqK4qGJZ,215666,2024-12-06,day,44,{'isrc': 'QMDA72485933'},7gW0r5CkdEUMm42w9XpyZO,6yeL5iw4hXNZtd8T7FOoFU,,,,,,,,
4zfg8VP7X4sqgniFdCRHRj,While You Were Sleeping - Live at the Hollywood Bowl,A Night At The Symphony: Live at the Hollywood Bowl,5JCuiPbX9OrBLWhqK4qGJZ,175826,2024-12-06,day,43,{'isrc': 'QMDA72485936'},7gW0r5CkdEUMm42w9XpyZO,6yeL5iw4hXNZtd8T7FOoFU,,,,,,,,
5O74RgOYXPmoH9OaawmcgJ,Fragile - Live at the Hollywood Bowl,A Night At The Symphony: Live at the Hollywood Bowl,5JCuiPbX9OrBLWhqK4qGJZ,243160,2024-12-06,day,43,{'isrc': 'QMDA72485964'},7gW0r5CkdEUMm42w9XpyZO,6yeL5iw4hXNZtd8T7FOoFU,,,,,,,,
7z9ygQkhE50EGYMuZfbEFq,Pra Vida,Curyman,05NiQkAFwyas6XwckmzsJ8,212573,2023-03-03,day,34,{'isrc': 'QMB622200151'},2qLU3VUpp3uV2Oyf786FC3,,,,,,,,,
7lkqxAoVA5OGYFQ19IGUfK,Tropical Man,Tropical Man,1vCmWn5jPAyvENTVPzUUXW,226653,2024-05-10,day,30,{'isrc': 'QMB622400201'},1PryMSya1JnSAlcwYawCxp,2qLU3VUpp3uV2Oyf786FC3,,,,,,,,
74VhsHeWRq4Oq3dqT8O25v,El Marabino,COMO LA PIEL,10dIiIjAArMNO3PCLtex1H,263765,2021-04-16,day,0,{'isrc': 'GBLFP2042595'},1XSmez9xyCCPpOZp0uImwM,4YU7oWQY1EZzkkMVK4dJHm,,,,,,,,
5wJdEqkWqCuIUky1rTzMjt,Ambrosia,I've Never Been Here Before,3KUAjH6gf9p68TkLLyi4dB,188167,2024-02-23,day,30,{'isrc': 'FRIDO2313653'},2mQLwfvZtvtTbipKn3xHmK,4cUkGQyhLFqKHBtL58HYVp,,,,,,,,
1mnqraQ8oV8MX92rdOFLWW,1 Thing,Touch,2PFK4dMZkqUQfxfSrK8WMf,238760,2005-01-01,year,68,{'isrc': 'USSM10500100'},08rMCq2ek1YjdDBsCPVH2s,,,,,,,,,
6AzQZJLLmEUFurwExaWNjd,Reptilia,Room On Fire,1bzQZcDEjgBHUH344s9Zq5,221600,2003-10-20,day,0,{'isrc': 'USRC10301519'},0epOFNiUfyON9EYx7Tpr6V,,,,,,,,,
6cXLGkp5hq2cyCdIudQ70E,Step Steadier (feat. Fox),Step Steadier,7gOgqBaWlhJNWxrvDRYRSA,173406,2015-03-12,day,46,{'isrc': 'TCACE1508424'},3fZgTHf9UHEA1oLYLEhnk2,5SGoXZP1nUNCdOjccpKBAS,,,,,,,,
3NeZ7D68PvnY4iCZkjyNTH,Chasing the Drum,Black Classical Music,2A5yzYdLTVTLQaCp4CTKwG,340146,2023-09-08,day,39,{'isrc': 'GBAYE2300254'},2rspptKP0lPBdlJJAJHqht,,,,,,,,,
7ure3lFBwSpg9swnE6BIVH,CU,CU,6ynTdYClCDNFrls0oIVAfn,190222,2024-04-26,day,24,{'isrc': 'NLZ542400294'},6StZbL9v3UpuaMwIoq8fyW,,,,,,,,,
7gnIOfQ05nYyHRFD7EqIbZ,Woof (feat. Kah-Lo),BREAD,4diOe5MxsDKBVZbqKaoaex,192856,2024-08-23,day,61,{'isrc': 'QM37X2400019'},586uxXMyD5ObPuzjtrzO1Q,59iOp415oyqGlBHyAhu4z3,,,,,,,,
4qrP6yd1i6ZRP543jECwIg,take your vibes and go,take your vibes and go,5ZhVETUeqLAWy2YDmF6VPm,134844,2024-08-14,day,58,{'isrc': 'USZ4V2400281'},3FLUBwpAnaIlIKeaBfsxFe,59iOp415oyqGlBHyAhu4z3,5qdXUxsjbP0UAig0CtqO5b,25fqWEebq6PoiGQIHIrdtv,,,,,,
4qXjXZPGtVNhQq1z9QDRFn,People Ain't Dancing (feat. Kah-Lo),People Ain't Dancing (feat. Kah-Lo),0AsTTy2s5hEPOasYtQKCQR,154859,2022-08-12,day,54,{'isrc': 'GBARL2201739'},5PoZtBo8xZKqPWlZrIDq82,59iOp415oyqGlBHyAhu4z3,,,,,,,,
35zEswqAFI1D41cmoBXOFK,Has It Come to This?,Original Pirate Material,0hkZGxfsFypXbjq15hM6U9,245200,2002-03-18,day,58,{'isrc': 'GBAHT0105779'},4GvOygVQquMaPm8oAc0vXi,,,,,,,,,
2phF2CRhoSnpJUxxvHUf8Z,Don't Mug Yourself,Original Pirate Material,0hkZGxfsFypXbjq15hM6U9,157853,2002-03-18,day,51,{'isrc': 'GBFFS0200007'},4GvOygVQquMaPm8oAc0vXi,,,,,,,,,
2AL0YvQ2rjIBBi7T1DPJ2Y,Sober,Sober,243zoCsP7bfdzk15meTjAY,107524,2023-01-16,day,0,{'isrc': 'DGA082239589'},1DjYfGxpROAacO07tajyAO,,,,,,,,,
3ttQGouvKMlbI2bTgAMWup,Sincere - Re-Cue'D,Sincere (Deluxe),0V76cokjWCIMO2pnElF1mw,338693,2000-12-04,day,45,{'isrc': 'GBF080000103'},49GY4uPAwdlk5lSGtfKWYl,3jslBrqnHkIjs2PSUKJae0,7dkFT090qwJt2IDXvCZwNG,,,,,,,
0QWeiab8KKJbT2A3sK4IyR,No Gimmicks,What A Fucking Nightmare,7zLyYaOIilCtSBIrexqQ55,93194,2024-02-09,day,22,{'isrc': 'USSTT2300143'},20jscDXkBqf0euv7zSsyTx,,,,,,,,,
0OVyXMEWE466pyca4a0HPR,Cry Your Eyes Out,What A Fucking Nightmare,7zLyYaOIilCtSBIrexqQ55,145957,2024-02-09,day,31,{'isrc': 'USSTT2300144'},20jscDXkBqf0euv7zSsyTx,,,,,,,,,
7gyEo8okigsNt9Nn2ArUWR,It Might Have To Be You,It Might Have To Be You,7s9Q0WcJ9uwhKxRNAE5ABH,167855,2024-11-14,day,42,{'isrc': 'QZZ762461268'},6pGuw52TrX5SZPdQSxAvgW,1gxczmVzWKNJLz61uI27zJ,,,,,,,,
4eCbhNFOqFwB1rMTd5uzlE,Born To Boogie,Surinam Funk Force,5QVAHL39pg6FTBlUPvyjid,238863,2016-10-07,day,0,{'isrc': 'NLM971500178'},3j52fWW1WOQihTuN9iVrl0,,,,,,,,,
7dYnsb6ZIhKaxcrxgLnpHR,96 (feat. Shapes & Dada Jones),96 (feat. Shapes & Dada Jones),7hyrq5IHLwnjBLvo9ZV7Cx,150408,2024-11-25,day,52,{'isrc': 'GBAHT2400848'},20cmhoGvN0eyzhmsHJH1Mg,1DjYfGxpROAacO07tajyAO,1iW3b73XWPQSknLyH5kDrd,1bZ8OZoO6E3KRtXQrYVNaw,0cWFj6zZkVsQ4KzXRdgRtW,,,,,
1ywPdB8JxixAVtlazK8hNl,One Thing,Pub Therapy,3cZvm3O6Qusb3yMYLpZdXe,147971,2023-10-27,day,22,{'isrc': 'USZXT2352369'},1DjYfGxpROAacO07tajyAO,,,,,,,,,
6lt40iqr6BYucHN0WVken7,If I Can Dream (Bonus Track) - Stereo Mix,Elvis 30 #1 Hits (Expanded Edition),0uJJdEZ8sRLNPoKEkjvqTD,189373,2022-02-18,day,46,{'isrc': 'USRC10301076'},43ZHCT0cAZBISjO8DG9PnE,,,,,,,,,
4BcAcEbp6j6luowfAliUfW,Darlin' - Remastered 2001,Wild Honey (Remastered),01uTaEF0YlcBgNwaSS9iIl,134560,1967-12-18,day,54,{'isrc': 'USCA20100371'},3oDbviiivRWhXwIE8hxkVV,,,,,,,,,
7kv7zBjMtVf0eIJle2VZxn,Southern Nights,Southern Nights,0R7Uw1tUUbWlV53BGKfjQ4,180026,1977-01-01,day,73,{'isrc': 'USCN17600069'},59hLmB5DrdihCYtNeFeW1U,,,,,,,,,
7k3KPLYwlwUghWxWoUaXoO,Filthy Bassline,Filthy Bassline,2AwodeMmdy6E4jB8D7CNr9,196986,2024-06-28,day,34,{'isrc': 'UK9AV2303409'},6JSLs55qHQEcyp0uFGDmAT,0gusqTJKxtU1UTmNRMHZcv,,,,,,,,
3VwLD5o1r0YBLkjUfgSEYg,Das Model,3-D Der Katalog (German Version),3sVDBpaliABITJrqfWpRIt,219606,2017-05-26,day,53,{'isrc': 'GBAYE1701580'},0dmPX6ovclgOy8WWJaFEUU,,,,,,,,,
5KVgT8iYfGFzLt24LMQRdZ,Colourblind,Six Songs,7KpjUEdi4nOl1MUhTHDzYF,235684,2024-12-20,day,51,{'isrc': 'QMDA72494000'},1uiEZYehlNivdK3iQyAbye,4oDjh8wNW5vDHyFRrDYC4k,,,,,,,,
2q6InS8x7JMSj9A4aWR0VJ,Falling For You,Six Songs,7KpjUEdi4nOl1MUhTHDzYF,246853,2024-12-20,day,42,{'isrc': 'QMFME2464424'},1uiEZYehlNivdK3iQyAbye,,,,,,,,,
4w5m4X0OZ2IslxNOgtntTN,Crime Pays,Bandana,31KbO7WnDp2AjPdmRTJzdf,182677,2019-06-28,day,59,{'isrc': 'USRC11901146'},0Y4inQK6OespitzD6ijMwb,5LhTec3c7dcqBvpLRWbMcf,,,,,,,,
4zozL5lnFIG0P5ZZ7l2NcR,Kill Bill,SOS Deluxe: LANA,3VQkNrG74QPY4rHBPoyZYZ,153946,2024-12-20,day,47,{'isrc': 'USRC12204584'},7tYKF4w9nC0nq9CsPZTHyP,,,,,,,,,
1m8jhrWGlDXOWI2l8JG9Lk,Wake Up,Wake Up,4h5y3RQfceyaCLCjDAYZuo,124401,2024-04-19,day,41,{'isrc': 'AUNE32400009'},6mK0vAO13gT8jWYANyoXAl,4GNHtO2iEJ09r4JNTlqnO9,,,,,,,,
1yeuLARDOFVk3zbYPguXz1,Guide Me To The Quietness,Dr. Siegel's Fried Egg Shooting Machine,7mSCdtR19iO91YqktHTegD,489960,1972-01-01,year,13,{'isrc': 'CYRLD1500644'},1RsaP8k0U3KJPfIqzjKOKZ,,,,,,,,,
5mZJ5BCODAWK22CtWHgJvn,Country Life,Country Life,1lPzPrmioCkfZIGLzg2XgT,147535,2022-10-20,day,29,{'isrc': 'QMB622220201'},4GNHtO2iEJ09r4JNTlqnO9,,,,,,,,,
0PgqpFFX4WxBbXhjkONk5b,Feel A Way (feat. Don Toliver),TIMELESS,3C3t2bKhwEL3wdKioqWUDh,196850,2024-06-07,day,64,{'isrc': 'USRC12102907'},6qgnBH6iDM91ipVXv28OMu,4Gso3d4CscCijv0lmajZWs,,,,,,,,
0IfjReTYtafqN3uCfO3Xva,A New England,Life's a Riot with Spy vs. Spy,7McfyVgOfvdfyREan8IHHC,134933,1983-01-01,year,45,{'isrc': 'GBCEJ0300123'},5yXAFDZNUNyO92l5WTImkO,,,,,,,,,
2rbSlNYTYboHHWelF0xSAQ,Still,LOUIE,3SKVtzmihlnGFylW5nC5kj,162240,2022-08-31,day,39,{'isrc': 'GBBKS2200107'},1rHOtdmGNr5vcYNw5v7QGC,,,,,,,,,
2fmXnPfzguSp3zKDibCBgv,Mister Magic,Mister Magic,3DnS9jBOXBVx6oPAbsQDGZ,541826,1974-01-01,year,50,{'isrc': 'USMO17582656'},05YVYeV4HxYp5rrWalvuE1,,,,,,,,,
6sKGGi2pVKXR69s1SNdhGv,Black&Blue,Dark Times,30BFY5VHii4PyWqkTubUWX,198630,2024-05-24,day,60,{'isrc': 'USUM72404689'},68kEuyFKyqrdQQLLsmiatm,,,,,,,,,
5yVRwEPSCpcuOUgkz2T0Lu,"""Radio""",Dark Times,30BFY5VHii4PyWqkTubUWX,176849,2024-05-24,day,48,{'isrc': 'USUM72404705'},68kEuyFKyqrdQQLLsmiatm,,,,,,,,,
1rxz8AseGxCsYQDHyg4scv,Goin' Against Your Mind,You in Reverse,3jKdxSwYf8UkDhIOIXbwku,522133,2006-04-10,day,47,{'isrc': 'USWB10600397'},3kbBWco9PZ5eSQsNScwG6U,,,,,,,,,
0uEp9E98JB5awlA084uaIg,Doo Wop (That Thing),The Miseducation of Lauryn Hill,1BZoqf8Zje5nGdwZhOjAtD,320266,1998-08-25,day,76,{'isrc': 'USSM19802337'},2Mu5NfyYm8n5iTomuKAEHl,,,,,,,,,
3Z4ZuDrY684IFTBz2ze708,Gimme Some Lovin' - Single Mix,Gimme Some Lovin' / Blues In F,1NalBDDaMeVW7ARbUI8Gpi,178840,1966-01-01,year,59,{'isrc': 'GBAAN6600008'},3i9hP422d2KMjaupTzBNVS,,,,,,,,,
6vgX6B5beQ0SXbmIDwZBDJ,Breezin',High Contrast,6vJhvpnUSfBNxDRrCWbuda,191293,1971-01-01,day,42,{'isrc': 'USMC10200337'},38CPjAAqYV8lTYi6clzbjG,,,,,,,,,
69eEpDzuj4U6U4XlLFadPn,There's a New Day Coming,There's a New Day Coming / Tommy Don't,6kiRtcBuceI22ZhEFcvkdc,143120,2019-11-22,day,51,{'isrc': 'USA2B1904036'},1PryMSya1JnSAlcwYawCxp,4EmnyCHnD8NmDRWckXctDk,,,,,,,,
2W9cyvOHeC26mSy96802Kk,Ruler Of My Heart,Irma Thomas Collection: 1961-1966,3MhMYjRhAkiZ9F4GDkcpuy,159733,1996-01-01,day,48,{'isrc': 'USEM39400180'},01Z8Z9K54zewyP04ZfGLSv,,,,,,,,,
3erQDhmQPAjtmf7FsfZlQJ,I'm Losin' the Feelin,Joey,1wn9NSJlxVz1nSlkQsP7QJ,198819,2013-02-12,day,48,{'isrc': 'USBEN1350103'},6avpsZzjS5Yy9daHLBCYmn,,,,,,,,,
30N5YD1KEtQM2dajFWb0TH,Tell It Like It Is,Here Comes The Sun (Expanded Edition),3bm8jq96m8I1FZc8BsfG8g,231346,1971-01-01,year,44,{'isrc': 'USRC11100739'},7G1GBhoKtEPnP86X2PvEYO,,,,,,,,,
2KGyMxMLcI5S90ZOfqUDot,Momma Forgot To Tell Me,Katie Pearl,3n2KrudTzk6hIF7aVUMVmj,149866,2006-08-08,day,50,{'isrc': 'USBEN0651806'},6avpsZzjS5Yy9daHLBCYmn,,,,,,,,,
5SJ7rL8NCHgW4sWV3KpG5Q,4U,T2M,7oohFOEfrZ6ZHcZO3pS988,108000,2023-04-05,day,0,{'isrc': 'QZDA52356922'},6StZbL9v3UpuaMwIoq8fyW,,,,,,,,,
5iP5xUX4iIQrCuXimMvCM9,Sublime,Sublime,5Fug9vhVSVNpLTzC3uKp8d,151920,2023-03-31,day,41,{'isrc': 'FR96X2391155'},3kS6ce97k6g4h7V1OdlMxv,,,,,,,,,
1NdMsEDPpFBQP9cBmlm37r,A Foggy Day,Ella & Louis (Classics International Version),2gL5uUab5439mDFvHnBtVb,270386,1956-01-01,year,0,{'isrc': 'USPR35612073'},5V0MlUE1Bft0mbLlND7FJz,19eLuQmk9aCobbVDHc6eek,,,,,,,,
3CDEoUqFIzVap4v8YFnjr4,I'll Come Running Back To You - Single Version With Dubs,The 2 Sides Of Sam Cooke,0MdgAZwWoKeokRKYPPyZ9C,133573,1970-01-01,day,55,{'isrc': 'USSPI5700938'},6hnWRPzGGKiapVX1UCdEAC,1bZKspL8h396R1WihOiPb5,,,,,,,,
71E5jV5AfPrZAkSTyqd6zb,"Hazard Profile, Pt. 1 - 2022 Remaster",Bundles (Remastered And Expanded Edition),5gDIsxXtpCvh0E329Gw2aN,557933,1975-01-01,day,31,{'isrc': 'GBBLY2204606'},5A0MH7JfEBEMySevsmauds,,,,,,,,,
2I1wX2G3joWUVYoOvB6MN9,"Hazard Profile, Pt. 5 - 2022 Remaster",Bundles (Remastered And Expanded Edition),5gDIsxXtpCvh0E329Gw2aN,323520,1975-01-01,day,20,{'isrc': 'GBBLY2204610'},5A0MH7JfEBEMySevsmauds,,,,,,,,,
1nosPEKWYKACcauB4zF0mK,Jerkin',Jerkin',4IiBgaY6BeDdBrB1vLyRtF,128658,2024-10-21,day,28,{'isrc': 'GBCVZ2400183'},3NqV2DJoAWsjl787bWaHW7,,,,,,,,,
5KyBEJ04Ixunyc2AJVGwbK,BUSSIT,NO HANDS,1Fjelo0jZ4i1iQZBsK0pOA,155548,2024-06-07,day,47,{'isrc': 'US38Y2409348'},1q4618qKswelCGLoanFKQh,,,,,,,,,
6zEPJJzojnfOrvfyuJiPtF,All This Money,Floss,67sUOjUevVJGgfCj1N2e4N,197558,2016-12-15,day,38,{'isrc': 'TCACU1608289'},3nf2EaHj8HikLNdaiW3v73,,,,,,,,,
1QazdjM4mhiBAW2TegKdEb,NO HANDS (feat. Z-Trip),NO HANDS,1Fjelo0jZ4i1iQZBsK0pOA,167174,2024-06-07,day,52,{'isrc': 'US38Y2409350'},1q4618qKswelCGLoanFKQh,0YUefH6Li1IsJBtlUWgtwc,,,,,,,,
3yx9TGpZNoP4jViHQNHJk7,WHERE U FROM,NO HANDS,1Fjelo0jZ4i1iQZBsK0pOA,166328,2024-06-07,day,47,{'isrc': 'US38Y2409352'},1q4618qKswelCGLoanFKQh,,,,,,,,,
4zop1FQ0ukwsBtXv4zrv5X,THE BADDEST,NO HANDS,1Fjelo0jZ4i1iQZBsK0pOA,143994,2024-06-07,day,52,{'isrc': 'US38Y2409353'},1q4618qKswelCGLoanFKQh,,,,,,,,,
442lxJfyUbsOWAYFBxNDdL,OK,NO HANDS,1Fjelo0jZ4i1iQZBsK0pOA,143326,2024-06-07,day,65,{'isrc': 'US38Y2409356'},1q4618qKswelCGLoanFKQh,,,,,,,,,
0MnJ73xPk7rQDw0lIu8kBh,STARTAFIGHT,PUNK TACTICS,5L1RkN1nh5m18ZuXCktUbc,187301,2023-09-08,day,58,{'isrc': 'TCAGG2294432'},1q4618qKswelCGLoanFKQh,,,,,,,,,
76lNySMRTjhiJ0KtMkuHdX,i scream this in the mirror before i interact with anyone,I LAY DOWN MY LIFE FOR YOU,1ezs1QD5SYQ6LtxpC9y5I2,108895,2024-08-01,day,52,{'isrc': 'QM7282468447'},6yJ6QQ3Y5l0s0tn7b0arrO,,,,,,,,,
3UwkuZhkLph1Rx7BrWwzEt,Strung Out,Everybody Knows,4DaJlKGJsHn5IMWjw8Pzs5,188797,2024-10-04,day,21,{'isrc': 'DEBY41200819'},4m837NfydgrNAAeZJHFpxn,,,,,,,,,
29hATL1N9JGEtS8HpxRjcN,Cosmo Freestyle,You Only Die 1nce,67LTX4flSRbvRopq6mja0h,184405,2024-10-31,day,0,{'isrc': 'QMDA62478842'},0Y4inQK6OespitzD6ijMwb,,,,,,,,,
43TM5XqHGz28ILOMdwkXKj,I'm Fresh,I'm Fresh,1xTcWoe6xDdlcXAG5byabn,175339,2021-10-22,day,46,{'isrc': 'TCAFU2194381'},1q4618qKswelCGLoanFKQh,,,,,,,,,
4HfxDJ0uLHTLe0fZrx0MbQ,Check the Rhime,The Low End Theory,1p12OAWwudgMqfMzjMvl2a,216693,1991-09-24,day,64,{'isrc': 'USJI19100005'},09hVIj6vWgoCDtT03h8ZCa,,,,,,,,,
2IUBfsp3bP6idA34meFZQP,Crank It Up,Crank It Up,0xkW83vvQjMBEb9r458HT6,172000,2021-04-09,day,48,{'isrc': 'TCAFM2160286'},1q4618qKswelCGLoanFKQh,,,,,,,,,
35wqLh4Ht76d4YIUU2oNXq,PULL UP,PULL UP,1brHIGC0EiM5onDMz2aCB9,140143,2024-04-26,day,0,{'isrc': 'QM6MZ2499033'},2eVTKG3Z5bbKk2OWMIe3iL,,,,,,,,,
0nj9Bq5sHDiTxSHunhgkFb,squabble up,GNX,0hvT3yIEysuuvkK73vgdcW,157992,2024-11-22,day,80,{'isrc': 'USUG12408494'},2YZyLoL8N0Wb9xBt1NhZWg,,,,,,,,,
5ho7VSXSmI2KM2nDjcnLyz,man at the garden,GNX,0hvT3yIEysuuvkK73vgdcW,233173,2024-11-22,day,68,{'isrc': 'USUG12408498'},2YZyLoL8N0Wb9xBt1NhZWg,,,,,,,,,
5S8VwnB4sLi6W0lYTWYylu,hey now (feat. dody6),GNX,0hvT3yIEysuuvkK73vgdcW,217478,2024-11-22,day,72,{'isrc': 'USUG12408497'},2YZyLoL8N0Wb9xBt1NhZWg,4VHa48wXlsDA2vWfgIi7cX,,,,,,,,
0RgjEkSbeuStKfT2Pa4Zai,reincarnated,GNX,0hvT3yIEysuuvkK73vgdcW,275740,2024-11-22,day,70,{'isrc': 'USUG12408500'},2YZyLoL8N0Wb9xBt1NhZWg,,,,,,,,,
0aB0v4027ukVziUGwVGYpG,tv off (feat. lefty gunplay),GNX,0hvT3yIEysuuvkK73vgdcW,220690,2024-11-22,day,85,{'isrc': 'USUG12408493'},2YZyLoL8N0Wb9xBt1NhZWg,1jiZvw42D4oquLl24x2VWV,,,,,,,,
2Uts1QFB4u2YNIMiqcb4de,peekaboo (feat. azchike),GNX,0hvT3yIEysuuvkK73vgdcW,155917,2024-11-22,day,76,{'isrc': 'USUG12408501'},2YZyLoL8N0Wb9xBt1NhZWg,6fqjJNsLs7g6F3PXy01Xnw,,,,,,,,
1SGvjfc85yzqKXsfKcCxn2,heart pt. 6,GNX,0hvT3yIEysuuvkK73vgdcW,292461,2024-11-22,day,72,{'isrc': 'USUG12408502'},2YZyLoL8N0Wb9xBt1NhZWg,,,,,,,,,
3aZptNYC6Z1YoumeqZcDcQ,"gnx (feat. hitta j3, youngthreat, peysoh)",GNX,0hvT3yIEysuuvkK73vgdcW,193539,2024-11-22,day,64,{'isrc': 'USUG12408505'},2YZyLoL8N0Wb9xBt1NhZWg,50DchbKTiJU56SYmIRSJCI,1q2nUylEqrRJkiDkXa39Mw,27OdVby2oeFjM1C5XvC3hC,,,,,,
2fVEFl68eW9GE4tGInNISw,RN,PUNK TACTICS,5L1RkN1nh5m18ZuXCktUbc,139506,2023-09-08,day,50,{'isrc': 'US39N2309483'},1q4618qKswelCGLoanFKQh,,,,,,,,,
5rMnFUB7lGaRon8X5uyagS,Australia Stops,Australia Stops,2rAvkKuPJCuSzWroKKIL0w,200560,2023-09-15,day,0,{'isrc': 'AUVWE2301137'},0YSaA3PB82JjyHSPq30lO3,,,,,,,,,
4qAQTQH5lF4kINZ9JkURXp,SIN MIEDO,SIN MIEDO,4NBSLYMhwbf5gUSc0ZHKQK,167291,2024-07-15,day,38,{'isrc': 'QM7282423538'},6yJ6QQ3Y5l0s0tn7b0arrO,,,,,,,,,
6bFGodepI4y7w4AJBcCB1E,When I Hear Music,She’s Back,76Qt48poTVoLKFQXt0LzNI,425560,1995-11-21,day,57,{'isrc': 'US54R0400152'},2fpDcOSlkE5VVZdL6BEczL,,,,,,,,,
5v9isbe4BHsWc9N25MmWfj,Whenimondamic,Soundpieces: Da Antidote,5bmfN1bdJb9vQzb07mCy9A,165693,1999-04-06,day,0,{'isrc': 'US2S70419005'},2D0NqDyt2R9RVar9MNs8kP,,,,,,,,,
7L667oKoPNZZQW6AMuxK9a,Yeanoh (Powe'hande Binga'dbe),Belle Wahallah,6zfD5ApPpXLXFXqNoaX7b6,326606,2016-05-13,day,0,{'isrc': 'DEG931500805'},2IPZPCen311aH09425TKpF,,,,,,,,,
4AOUkAWdXPucnYe6GYdZjk,Be Your Girl,Complex Simplicity: 15th Anniversary Edition,5ds3BcAZoYcGl8H1yMbnHg,249493,2004-01-01,year,61,{'isrc': 'USTV10400105'},6vfR5QRc3xca0KvpG8KZBE,,,,,,,,,
0Ln5tJyLX5qusquBOtq7wf,Fire,West Ryder Pauper Lunatic Asylum,2DHGeuRTttjurZDb0pSjx6,252279,2009-01-01,year,67,{'isrc': 'GBARL0801805'},11wRdbnoYqRddKBrpHt4Ue,,,,,,,,,
1PLbGCU1s3imPfz7FZ4NI0,Lush Life - Rudy Van Gelder Remaster 1958,Lush Life,63vpVRMhMQQZj4c7SRfP4y,837813,1961-01-01,year,36,{'isrc': 'USFI86000045'},2hGh5VOeeqimQFxqXvfCUf,,,,,,,,,
5ycy4ms054XrdXAbHkPuZj,CAN I?,CAN I?,22BPx008NRfI1oWbhQI56S,165748,2021-04-28,day,45,{'isrc': 'GBENL2102975'},3SBYl2unJoVzvNIUBC8ftm,,,,,,,,,
3Nc3lAEe7vpLqijky5CG7C,Break The Cycle - Luke Gomm Refix,Break The Cycle (Luke Gomm Refix),0Tmfa4nlVbyalRfm0aYqSO,201251,2022-12-09,day,2,{'isrc': 'DGA072212481'},1DjYfGxpROAacO07tajyAO,5n1DsrQDgo9Dqav2BZUeuB,,,,,,,,
1Eh9UAAcmnp1FkHVKd5YiZ,trespass coat,dog eat dog food world,1R7Lgw9A3hbcsCVW0yOyuC,207734,2024-05-24,day,53,{'isrc': 'GB45A2400039'},3GViqleny7XZGug7Ym2Fjk,3bAdh9KH0kxlwrfz7Uh5Aa,,,,,,,,
6RvLWcPTuaKfq11vi9csOK,Why's this dealer?,Why's this dealer?,7qQGDOIpEcgmt1VsZ6qkZX,129571,2024-08-29,day,60,{'isrc': 'GB45A2400182'},3GViqleny7XZGug7Ym2Fjk,,,,,,,,,
0KpMY3D2G8253VTZbDBUmA,Back Stabbers,Back Stabbers,09jTPeDoSuJLLAwFGNUKCX,186093,1972-01-01,day,58,{'isrc': 'USSM17200040'},38h03gA85YYPeDPd9ER9rT,,,,,,,,,
0cytkUZkllEce2mqaMRvlZ,Shadowman,Fluent Stutter,0AsVb7S4UL2760pQlRVpAe,177181,2023-06-02,day,49,{'isrc': 'SE6QE2330854'},2AK3F4tVjxYuqSGefozy52,,,,,,,,,
