id,name,album,album_id,duration,release_date,release_date_precision,popularity,external_ids,artist_1,artist_2,artist_3,artist_4,artist_5,artist_6,artist_7,artist_8,artist_9,artist_10
6ibblIwEOvnsMXA1CPm4Ci,Why Did You Lie,Vintage 2,4ckj0wVxxJTVwQhlQp40ak,146937,2012-03-20,day,41,{'isrc': 'FR6V81278090'},6mLXvSt7Xxy2r9uBba1O6Z,,,,,,,,,
2RjsAYVbdZPISqnsWd3Hup,You and I,April,01vJILu1nYj93pSPcP5IUQ,162153,2019-09-27,day,53,{'isrc': 'NOPGM1908010'},4ub2v80S4RIceZRGnlhjTr,,,,,,,,,
3HgPOHHJWnMfv1Zw27Jh2V,More Mess on My Thing,Practice What You Preach,0ylXNmVsj1bZzJdZg7tOVF,252000,1993-01-01,day,0,{'isrc': 'USA370651112'},1i4iT0Sw4OUeMp7egnsbxR,,,,,,,,,
2waYSSIGDGdKqfPBxMVItC,You Like Me,En anglais,5WI4MmkYI8ignhw6VfSl3o,175161,2021-02-26,day,8,{'isrc': 'FR79W2000860'},0LlWS1VC17Bpd2RUd6enaQ,,,,,,,,,
2RBQAtDa21nzhSNdJwkopD,Essa Moça Tá Diferente,Chico Buarque De Hollanda Nº4,3dbh9K8CNUq8BQcL0VxbZf,167880,1970-01-01,day,54,{'isrc': 'BRPGD7100032'},6tOsSffQQIXmK8TqsDck8t,,,,,,,,,
0IEbc2sGGKJazaf90pT8HJ,Shining Star,Another PawPaw Rod EP,4gzZJeOmBXWsc0hVUSvBvF,179269,2022-10-14,day,29,{'isrc': 'QM38F2200070'},23KIrX6iPiVOkx60F4bjNq,,,,,,,,,
6Fp8kWvX54A8GTv3nqnxzZ,WHOA WAIT,GISEKE,3EVhMsdzVzTUe1I67viGDv,137229,2021-07-23,day,30,{'isrc': 'DESY21401272'},67pW04a6jpdQR2yWqjcfxs,1PG7cNknd6KXeQ4tgyqo8K,34zbMuAgXxsgqnGXSxWvCR,,,,,,,
1t1sNWiUJoIZHtL11q1CwL,Satellite,Spunk (Bonus Track Edition),2I8cIGkJv9A0EAgMMxuK18,250306,1977-01-01,day,0,{'isrc': 'GBAJE0604059'},1u7kkVrr14iBvrpYnZILJR,,,,,,,,,
3DKlGQcGoABWfAtSwDpmBo,Feelings - No Feelings,Spunk (Bonus Track Edition),2I8cIGkJv9A0EAgMMxuK18,172920,1977-01-01,day,0,{'isrc': 'GBAJE0604060'},1u7kkVrr14iBvrpYnZILJR,,,,,,,,,
77tXih9Z5Jid24z21GOJE5,This Here,This Here Is Bobby Timmons,2kWl3HOLorETEmR8GBWrHX,212200,1992-01-01,day,42,{'isrc': 'USFI86000024'},0xRqtLGIVSzXM9yg2wFMLC,,,,,,,,,
5DLMl8htquCxvOnO1k60dy,Dat Dere,This Here Is Bobby Timmons,2kWl3HOLorETEmR8GBWrHX,324160,1992-01-01,day,42,{'isrc': 'USFI86000029'},0xRqtLGIVSzXM9yg2wFMLC,,,,,,,,,
0x9pfkYTQChVwwXYZFbjqP,Doxy,american swinging in paris,15rEprvmjmsJnwTa8Jf04F,90973,2003-02-28,day,27,{'isrc': 'FRZ116806627'},6G4hVmXKJ9NW5JecncK89f,,,,,,,,,
1LlhqSd4QbSqeUTNSbmH0t,monkey buisiness,Talio,0dr012aQxGuticnr32vnhG,61186,2020-11-11,day,39,{'isrc': 'JPVI02002288'},1gBNLiQMaCcBdQ9fIP4ltM,3Uj4f5PGdIJEhCJkqysb3l,,,,,,,,
5JsalzS64AuQQJ8rLXmAsR,kinyoubi no venus feat. yasuyuki horigome,Talio,0dr012aQxGuticnr32vnhG,186973,2020-11-11,day,32,{'isrc': 'JPVI02002286'},1gBNLiQMaCcBdQ9fIP4ltM,3Uj4f5PGdIJEhCJkqysb3l,1HWivlGf6KbIyxhTlTAlnj,,,,,,,
7HNgKQUA4annQ3cJMTWP74,Talio no theme,Talio,0dr012aQxGuticnr32vnhG,147480,2020-11-11,day,43,{'isrc': 'JPVI02002287'},1gBNLiQMaCcBdQ9fIP4ltM,3Uj4f5PGdIJEhCJkqysb3l,,,,,,,,
3yfyw2fiKPHtmqUOOuIgjj,yokokuhen,Talio,0dr012aQxGuticnr32vnhG,128013,2020-11-11,day,34,{'isrc': 'JPVI02002289'},1gBNLiQMaCcBdQ9fIP4ltM,3Uj4f5PGdIJEhCJkqysb3l,,,,,,,,
31E49bNzd4O3xt1uoYyMul,aishu no Talio,Talio,0dr012aQxGuticnr32vnhG,152800,2020-11-11,day,30,{'isrc': 'JPVI02002291'},1gBNLiQMaCcBdQ9fIP4ltM,3Uj4f5PGdIJEhCJkqysb3l,,,,,,,,
7Ebn3wIERyMFiR8iasRqZU,uoza no saigonohi,Talio,0dr012aQxGuticnr32vnhG,91386,2020-11-11,day,19,{'isrc': 'JPVI02002293'},1gBNLiQMaCcBdQ9fIP4ltM,3Uj4f5PGdIJEhCJkqysb3l,,,,,,,,
7xdjqU944Qv7I5EF1nq002,Chevrolet 67,Talio,0dr012aQxGuticnr32vnhG,38666,2020-11-11,day,15,{'isrc': 'JPVI02002295'},1gBNLiQMaCcBdQ9fIP4ltM,3Uj4f5PGdIJEhCJkqysb3l,,,,,,,,
7xNzzXvTBzRG68G19N7iA5,The Seventh Son,Mose Allison Sings,5a5XbcCrFeD24y2ZdUOhFL,157226,1963-01-01,year,41,{'isrc': 'USFI87300074'},0sN4enVJwylJKEXZlSbgsm,,,,,,,,,
3YB0DVr8wWLyZmGvnvkUdA,Young Man's Blues,Mose Allison Sings,5a5XbcCrFeD24y2ZdUOhFL,83613,1963-01-01,year,39,{'isrc': 'USFI87300085'},0sN4enVJwylJKEXZlSbgsm,,,,,,,,,
183GOGGSy4G0dUW6qZKIdb,Eyesight To The Blind,Mose Allison Sings,5a5XbcCrFeD24y2ZdUOhFL,100546,1963-01-01,year,27,{'isrc': 'USFI87300075'},0sN4enVJwylJKEXZlSbgsm,,,,,,,,,
3njG0Ys4tBoCLvAQVkQPrg,Parchman Farm,Mose Allison Sings,5a5XbcCrFeD24y2ZdUOhFL,197120,1963-01-01,year,17,{'isrc': 'USFI87300080'},0sN4enVJwylJKEXZlSbgsm,,,,,,,,,
0sQ9ee2jJNTQgjy55Pse5H,Joy Spring,The Best Of Clifford Brown,0oWFL44UweyyQSawMSHA4L,198800,1998-01-01,day,42,{'isrc': 'USBN28700498'},1HJHwWck1EY096ea2iPAHO,,,,,,,,,
2q9YbauCqSIh4EddWJEdyl,Hey Now,Red Garland Revisited!,4NgTZ6fgi3EdfmUIsueHjD,220426,1998-01-01,day,39,{'isrc': 'USFI86900413'},35iymrFS4VnsKn35ebHKX9,,,,,,,,,
13wyDPTrq0Q78uNF1lLp0d,Take Ten,The Complete RCA Victor Recordings,0ax9jxqZER7j03vyCGFM3X,189293,2005-10-31,day,34,{'isrc': 'USBB16300832'},68l2i6GeNtwQlhKS59u5bu,,,,,,,,,
5UEZzRsrB4FKw1SIMoMD2y,The Sun,Born a Loser,6OQjfXsIharHjMAMbGYGNd,207373,2021-04-30,day,61,{'isrc': 'FR0NT1709001'},3QFiymmbJlVBPpnrOatEAk,,,,,,,,,
4TlPUD3hXaYvJJxKT8eB8L,Let You Speak,Born a Loser,6OQjfXsIharHjMAMbGYGNd,187880,2021-04-30,day,33,{'isrc': 'FR0NT2100020'},3QFiymmbJlVBPpnrOatEAk,,,,,,,,,
4TUqDLaBxUQHphes04Kp5k,We Found It,Born a Loser,6OQjfXsIharHjMAMbGYGNd,400866,2021-04-30,day,37,{'isrc': 'FR0NT2100110'},3QFiymmbJlVBPpnrOatEAk,3K2Srho6NCF3o9MswGR76H,,,,,,,,
0x71Ua6hHfdKWgk4XPmNn6,No Scrubs,Now & Forever - The Hits,5qyn4jD90I0A7mLGAxJ2Fz,218026,2003-09-30,day,43,{'isrc': 'USLF20000006'},0TImkz4nPqjegtVSMZnMRq,,,,,,,,,
4j1Bk0BEIGCF9hR7cSwl9d,Candy Rain,Candy Rain,0GmC4fd7RwxsFoo5Ht4nKp,276066,1995-01-01,year,70,{'isrc': 'USWWW0202647'},296LotOmbj7eOX7r9l46fK,,,,,,,,,
5rJSFuBV3QBGTrywHJt5sA,Coconut,African Voodoo,7MBGe4Yu7W0TTAgm8bzah1,131045,1972-01-01,year,43,{'isrc': 'FR3M17200029'},30UIjoCGuL3Fa5BOc3ayNW,,,,,,,,,
32pPek0KsHsMSSFogNu49f,Wasted,Wasted,0TVIICdInY6IypDbLsb6MB,174545,2021-08-13,day,18,{'isrc': 'GB2GX2100049'},57n1OF36WvtOeATY6WQ6iw,7m0BsF0t3K9WQFgKoPejfk,,,,,,,,
5xvAnoBsdecRFfB77G5MJq,Down mit den Jungs,Neustadt Safari,70YgiQ0aKB98DNKhl7NVHX,165231,2020-07-23,day,40,{'isrc': 'QZHNC2041584'},4cMM2GVDpzC18xqyBUoy2w,,,,,,,,,
5IRtq4q77BJDGR9WktALBh,Jiggy,Jiggy,65yYdnwYiTtyrRJdDZ3Y3W,132075,2022-05-13,day,12,{'isrc': 'QZHNC2218125'},0vXVvY2fIMHgqHQanoj1M3,,,,,,,,,
6yB8VSvDbvig2YjJVKiPjf,Coward,Dickhead,7JwC8Lv12z9MCTlTAGTW6m,179009,2015-10-23,day,0,{'isrc': 'GBWWP1501308'},0tJCNteqwm7LmRZ6KWr8GT,,,,,,,,,
2ZDRA0S22sue6jpghf2qol,Down The Line,I'm Allergic To Dogs!,23JijmRgLWloEMnFUwHJa2,174065,2020-06-24,day,45,{'isrc': 'USUG12002143'},0NB5HROxc8dDBXpkIi1v3d,,,,,,,,,
19K3lUMJmOdeuOBTrbLm19,Weekend Wars,Oracular Spectacular,6mm1Skz3JE6AXneya9Nyiv,250773,2007-12-14,day,55,{'isrc': 'USSM10702128'},0SwO7SWeDHJijQ3XNS7xEE,,,,,,,,,
0Vp1oZg453ux3yltUYA92O,Boys Suck,Boys Suck,6Jp0JV1uatjmO0AF4DFFtH,241973,2021-01-29,day,8,{'isrc': 'CH8092001548'},3YndyZk8nVLJKspIBo0nLd,77Sy5Zgnd5KHzbsqKW6few,,,,,,,,
63dWZKazdxf9Q2zfwNHHD1,Brangelina Fanfiction,Forever Faking Memoirs,5X1pnvtpQVugDklTKAvPRU,165746,2021-02-26,day,24,{'isrc': 'CH8092001546'},3YndyZk8nVLJKspIBo0nLd,77Sy5Zgnd5KHzbsqKW6few,,,,,,,,
5baDaFBANOFCn1vUsjum5B,Je Suis Avec Moi,Forever Faking Memoirs,5X1pnvtpQVugDklTKAvPRU,211706,2021-02-26,day,9,{'isrc': 'CH8092001551'},3YndyZk8nVLJKspIBo0nLd,77Sy5Zgnd5KHzbsqKW6few,,,,,,,,
1ks76w6liDAzIA1KZfoFQA,Cherry Ice Cream Sundae,Cherry Ice Cream Sundae,1oEPWQEA1FAkCtz88w9OpJ,192360,2020-10-06,day,20,{'isrc': 'GBKPL2024599'},0uaV2JpwdbHof3chjM8sow,,,,,,,,,
09rS2qMpD4cUOCjtqezlLN,Pazienzia Ei Clav,Forever Faking Memoirs,5X1pnvtpQVugDklTKAvPRU,296853,2021-02-26,day,6,{'isrc': 'CH8092001553'},3YndyZk8nVLJKspIBo0nLd,77Sy5Zgnd5KHzbsqKW6few,,,,,,,,
1mQ3ryvTBSWeEMkH0Ul4gK,Calibre,Lô Borges,0fXZAZ5XejnxhgRV38SH5I,89333,1972-01-01,day,48,{'isrc': 'BREMI7200568'},1mZbRiSVb2ExneAlDbBiiT,,,,,,,,,
3jFtKmNqDyHp27m8lmEANY,La Rua Madureira,Bossa Nova,0fVSKhuKSqeOSE3KXg1JYf,197880,2016-04-15,day,56,{'isrc': 'FR9W11602520'},0jaaOnUYwYBQeUTH0sZVe1,,,,,,,,,
3FopnRPK626Fbu4ErKdtUo,Les eaux de Mars,Bossa Nova,0fVSKhuKSqeOSE3KXg1JYf,179706,2016-04-15,day,36,{'isrc': 'FR9W11602521'},0jaaOnUYwYBQeUTH0sZVe1,,,,,,,,,
4ZRnJ1gROcjz4Cjrx3ezRk,Essa Moca Ta Diferente,Bossa Nova,0fVSKhuKSqeOSE3KXg1JYf,180946,2016-04-15,day,38,{'isrc': 'FR9W11602527'},0jaaOnUYwYBQeUTH0sZVe1,4Lu4jDj4ky1wxvRDgL90tc,,,,,,,,
3p4ktQE82sbAh5klLEhH7I,Voce Abusou,Bossa Nova,0fVSKhuKSqeOSE3KXg1JYf,185866,2016-04-15,day,40,{'isrc': 'FR9W11602523'},0jaaOnUYwYBQeUTH0sZVe1,,,,,,,,,
4hft7Q7fXqMx31RuIIgTFn,Samba Saravah,Bossa Nova,0fVSKhuKSqeOSE3KXg1JYf,170186,2016-04-15,day,43,{'isrc': 'FR9W11602522'},0jaaOnUYwYBQeUTH0sZVe1,,,,,,,,,
3RPHlHhb6g0rqcMVwwfxcF,All Along,All Along,7m3BQyRSefzOAxElf6SCnt,203425,2021-02-12,day,0,{'isrc': 'USA2P1951244'},3MM3uKNdJbvefUael12dl3,,,,,,,,,
7tqs4OKzl896INyq5af4Qu,Treat U Good,Treat U Good,3ClRTsQuJUaUg340vgZDOA,217791,2022-08-26,day,29,{'isrc': 'NLQ7C2200024'},14uVJsPC4DByeuD0cq36ez,2inX1svE5swPuIBIJdrFyo,3kh6Ltl9keXAm5NcLvdSjI,1PUEwFv131uL8pigp6fNlG,,,,,,
6Q88G7jaZCwL5ON5RLyRir,Blind Man Can See It,Black Caesar,3Eiwyp3EB66AuXjBI2MYZI,138653,1973-01-01,day,42,{'isrc': 'USPR37382288'},7GaxyUddsPok8BuhxN6OUW,4lJHGi5dlJmWwFH0JKF6di,,,,,,,,
79FuVz4OLn3LvBa7GhyKX8,Where Can I Go?,The Spice Of Life,6TRHI63AVabVkLPou2biv8,140866,1969-01-01,day,36,{'isrc': 'USMC10400605'},0hirZ8kPPdM9pzXpoagB4w,,,,,,,,,
5RlLg00cYLUNOBo1edu51Z,Be Easy,"100 Days, 100 Nights",5AaBCtOPHVJMYcDyLgu5BD,183520,2007-10-02,day,0,{'isrc': 'US4GZ0701204'},6LufpoVlIYKQCu9Gjpk8B7,,,,,,,,,
2DHuxbFzoS1fwTCSJi2bnW,I Don't Wanna Be Without You,Whatever It Takes,0p7i3HXoqpDcd0bEM4ASZD,208266,2018-02-02,day,0,{'isrc': 'US4GZ1805101'},0Fn28eidAZsxHQhTzY3gKp,,,,,,,,,
5MUj82JuRoFa6Tbmo2AjAK,Game Of Love - Remastered,Funkier Than A Mosquito's Tweeter,3EIJMXNh2yP4cRU7jDLNxc,168760,2002-01-01,day,31,{'isrc': 'USEM30200092'},1ZikppG9dPedbIgMfnfx8k,,,,,,,,,
0d2ToVf1DsuYCyyiveQ9ai,I Feel Like Breaking up Somebody's Home Tonight,Straight from the Heart,2HGzxUUz5q4jldJkodIarf,150386,1971-01-01,year,41,{'isrc': 'US2HK1341006'},5dM7jA0PXh0Ozz8LT2YOCB,,,,,,,,,
2xzkL3dpSiq5Wft9IjM5q4,"Slipped, Tripped and Fell in Love",Straight from the Heart,2HGzxUUz5q4jldJkodIarf,148386,1971-01-01,year,42,{'isrc': 'US2HK1341001'},5dM7jA0PXh0Ozz8LT2YOCB,,,,,,,,,
2k5Boo1pEuIiMA88NxGA8V,I Hear the Love Chimes,Diamond in the Rough,0hBlULfjPTKngZsvbe3qpE,164333,2010-01-01,year,44,{'isrc': 'US2HK0917910'},6XItHNeKXecnFpkJHOn5JL,,,,,,,,,
0xReSyPY2NLLQmhIPSvmfD,Ace Of Spades,A Nickel And A Nail And Ace Of Spades,1RF1M8KE0XofOsRutwqLmK,133506,1971-01-01,year,38,{'isrc': 'USMC17353615'},2eRG04xbRiI1AzY8uTCySk,,,,,,,,,
1P1UUI1h9ztiVgDZq1aEtt,99 Pounds,Straight from the Heart,2HGzxUUz5q4jldJkodIarf,138013,1971-01-01,year,31,{'isrc': 'US2HK1341009'},5dM7jA0PXh0Ozz8LT2YOCB,,,,,,,,,
7aFhmC10KPJDAxx1Rengol,Soulful Dress,In The Basement: The Chess Recordings,0LH0ZJuhr4TJMWud6K6qdy,169613,2017-12-08,day,47,{'isrc': 'USMC16452605'},3xIkJAnwLy7NwZpPwvaSPc,,,,,,,,,
0xlUHAoe7f0BM2181GLENG,Ether,Sweet Touch Of Love,3G34TBGhgMBJelCnWXk1GU,172560,2005-01-01,year,23,{'isrc': 'USACU0501850'},63aP18bg2ABSOqSNQcAMNy,,,,,,,,,
1hKzYyqq5rFV1bCbgW6kgP,I Got Eyes,Whatever It Takes,0p7i3HXoqpDcd0bEM4ASZD,137440,2018-02-02,day,0,{'isrc': 'US4GZ1805103'},0Fn28eidAZsxHQhTzY3gKp,,,,,,,,,
6O69NGPST8QReoHAplv9OL,Sweetest Thing on This Side of Heaven,You're so Fine,22kWUpDiarfEBR01M9Oei5,221397,2019-06-28,day,48,{'isrc': 'GBRH31200514'},6Q9ErFPYnMBBjqrtxp55Gv,,,,,,,,,
3xBWfh0s2XgT65AGgMPsj6,You're so Fine,You're so Fine,22kWUpDiarfEBR01M9Oei5,173133,2019-06-28,day,50,{'isrc': 'GBRH31200513'},6Q9ErFPYnMBBjqrtxp55Gv,,,,,,,,,
1ioaNzd87QTcSi8QVs6oXX,Rendőrmunka,Disco!,0c2vYhJaMTwd4Ru7RuJNbm,265155,2015-12-15,day,0,{'isrc': 'HUA031500065'},7HhjcR2DpkXelO9wMrmrir,,,,,,,,,
0JWzSIioM2EChObGGJJXi4,Der Magische Kraken,Der Magische Kraken,71ac5OqvjjnCZzmphbTBHD,143827,2021-12-03,day,11,{'isrc': 'FRX282138902'},0WotSe61esQ6B53OJ9mkDt,21dHn8Rlrb1dJYuwHuxKvg,,,,,,,,
0mROc4zGnAN4kJIOnJLPYL,Klar zur Wende,Der Magische Kraken,71ac5OqvjjnCZzmphbTBHD,299579,2021-12-03,day,1,{'isrc': 'FRX282188301'},0WotSe61esQ6B53OJ9mkDt,21dHn8Rlrb1dJYuwHuxKvg,,,,,,,,
1R9090nl1CLDUkuKoEzbpJ,Whatever It Takes,Whatever It Takes,0p7i3HXoqpDcd0bEM4ASZD,173533,2018-02-02,day,0,{'isrc': 'US4GZ1805102'},0Fn28eidAZsxHQhTzY3gKp,,,,,,,,,
3icEt2TCIsw0kPZvGRyA5K,I Feel Like Dynamite,Well Done,1we9zczqkzQeRTH2bHf0Lf,198866,1975-01-01,day,47,{'isrc': 'USWR50428156'},03PCdNvkF81s7xHmtkNcoz,,,,,,,,,
2OyaNAq8BcGstyzueloqpE,Too Late To Turn Back Now,The Story Of Cornelius Brothers & Sister Rose,2DO7omBXXS8eGg1TyJ23iW,198693,1996-01-01,day,59,{'isrc': 'USEM39300202'},2GFB1Lc67mbqFXTPCM9XzT,,,,,,,,,
75t6tcHkZDFKLKJwjXFMtq,Treat Her Like A Lady,The Story Of Cornelius Brothers & Sister Rose,2DO7omBXXS8eGg1TyJ23iW,160360,1996-01-01,day,47,{'isrc': 'USEM39500209'},2GFB1Lc67mbqFXTPCM9XzT,,,,,,,,,
1ut3KrtJddG0prUzJn4slg,"Bad, Bad Weather (Till You Come Home )",2nd Time Around (Expanded Edition),5FWAviP7cXvH8iOVENSaNG,147426,1970-01-01,year,10,{'isrc': 'USMO10400206'},5fbhwqYYh4YwUoEs582mq5,,,,,,,,,
68W05WsyrC2lPS4LjeFbXR,(She's Gonna Love Me) At Sundown,2nd Time Around (Expanded Edition),5FWAviP7cXvH8iOVENSaNG,142513,1970-01-01,year,7,{'isrc': 'USMO10400210'},5fbhwqYYh4YwUoEs582mq5,,,,,,,,,
7AiBQjcKtUM3BuyDeNdTHZ,Satisfaction Guaranteed,2nd Time Around (Expanded Edition),5FWAviP7cXvH8iOVENSaNG,176062,1970-01-01,year,6,{'isrc': 'USUM71806594'},5fbhwqYYh4YwUoEs582mq5,,,,,,,,,
5UZEl4B6qHYVnzka7VgmRf,Sunshine Train,2nd Time Around (Expanded Edition),5FWAviP7cXvH8iOVENSaNG,158091,1970-01-01,year,6,{'isrc': 'USUM71806595'},5fbhwqYYh4YwUoEs582mq5,,,,,,,,,
1mHvYhvdbCDdQ2hrbNG0Va,Der Optimist,Skorpion im Stiefel,47SOcz6REAB4T45Wc6516i,175173,2020-12-04,day,24,{'isrc': 'DEH182021503'},0WotSe61esQ6B53OJ9mkDt,,,,,,,,,
3Z3uByZYPcuVYxOTg7T6j6,"Twistin' The Night Away - Live at the Harlem Square Club, Miami, FL - January 1963","One Night Stand - Sam Cooke Live At The Harlem Square Club, 1963",3nTXqOEHr6AfTb1WSaB4Pm,318129,1963-08-16,day,31,{'isrc': 'USRC10503220'},6hnWRPzGGKiapVX1UCdEAC,,,,,,,,,
5YOdDTcnCGOBm1SvzIVuPs,"Medley: It's All Right / For Sentimental Reasons - Live at the Harlem Square Club, Miami, FL - January 1963","One Night Stand - Sam Cooke Live At The Harlem Square Club, 1963",3nTXqOEHr6AfTb1WSaB4Pm,311773,1963-08-16,day,36,{'isrc': 'USRC10503219'},6hnWRPzGGKiapVX1UCdEAC,,,,,,,,,
2oWex6rYoQ7Bl2D9zG8d3F,Water No Get Enemy,The Best of the Black President,7I42wZ3TW926k1DXrotD1M,591693,1999-01-01,day,0,{'isrc': 'USBQU1300035'},5CG9X521RDFWCuAhlo6QoR,,,,,,,,,
7likTEbt72Twye9kcIoolS,I Don't Want To Cry,The 2 Sides Of Sam Cooke,0MdgAZwWoKeokRKYPPyZ9C,170200,1970-01-01,day,28,{'isrc': 'USSPI5800163'},6hnWRPzGGKiapVX1UCdEAC,1bZKspL8h396R1WihOiPb5,,,,,,,,
15Zf7969cwmjHmXaiveUla,Forever,The 2 Sides Of Sam Cooke,0MdgAZwWoKeokRKYPPyZ9C,177933,1970-01-01,day,20,{'isrc': 'USSPI5700118'},6hnWRPzGGKiapVX1UCdEAC,4vHGlaYbIEkXVVnWZodTXl,,,,,,,,
4j47Go2zMLvCRgo75F1y1O,Para Ti Y Para Mi (For You And Me),Los Shakers,25Xd4e83ZUI8AQfNqfNWKL,132840,1965-01-01,year,3,{'isrc': 'ARF049501362'},5iObuPpXhQnJ40Pk2Ydkwr,,,,,,,,,
5yLt38fdTMK2nUJkNsPE4X,Esta Es Mi Fiesta (It's My Party),Los Shakers,25Xd4e83ZUI8AQfNqfNWKL,133760,1965-01-01,year,7,{'isrc': 'ARF049501360'},5iObuPpXhQnJ40Pk2Ydkwr,,,,,,,,,
442uNznRsVN1hOT0VFmYXP,Boleto Para Pasear (Ticket To Ride),Los Shakers,25Xd4e83ZUI8AQfNqfNWKL,133586,1965-01-01,year,4,{'isrc': 'ARF040000232'},5iObuPpXhQnJ40Pk2Ydkwr,,,,,,,,,
0jOnm3CL79MflZQSZiimpg,Down And Out In New York City,Black Caesar,3Eiwyp3EB66AuXjBI2MYZI,283493,1973-01-01,day,38,{'isrc': 'USPR37382287'},7GaxyUddsPok8BuhxN6OUW,4lJHGi5dlJmWwFH0JKF6di,,,,,,,,
1P1uQ8Hf0bWveTd8vumDd6,Sportin' Life,Black Caesar,3Eiwyp3EB66AuXjBI2MYZI,231066,1973-01-01,day,24,{'isrc': 'USPR37382289'},7GaxyUddsPok8BuhxN6OUW,4lJHGi5dlJmWwFH0JKF6di,,,,,,,,
5GM5aKbNjht3JgQE6AMrIt,White Lightning (I Mean Moonshine),Black Caesar,3Eiwyp3EB66AuXjBI2MYZI,160866,1973-01-01,day,21,{'isrc': 'USPR37382294'},7GaxyUddsPok8BuhxN6OUW,4lJHGi5dlJmWwFH0JKF6di,,,,,,,,
2DTOrzreSBsOakobbEc742,"Like It Is, Like It Was",Black Caesar,3Eiwyp3EB66AuXjBI2MYZI,231800,1973-01-01,day,23,{'isrc': 'USPR37382296'},7GaxyUddsPok8BuhxN6OUW,4lJHGi5dlJmWwFH0JKF6di,,,,,,,,
0bB9XySr0J28oPp33e56j6,Somebody Changed The Lock On My Door,Showtime,1k6UnF1HRJqnFWDP0sqLuf,232960,1964-04-01,day,4,{'isrc': 'USUM71410027'},7GaxyUddsPok8BuhxN6OUW,,,,,,,,,
1m8aNsMFQVJs5kdb0dOX5l,Evil,Showtime,1k6UnF1HRJqnFWDP0sqLuf,170240,1964-04-01,day,6,{'isrc': 'USUM70737238'},7GaxyUddsPok8BuhxN6OUW,,,,,,,,,
49gpExlWaVBb4O79rxFIo6,Blues For My Baby,Showtime,1k6UnF1HRJqnFWDP0sqLuf,183893,1964-04-01,day,7,{'isrc': 'USF069027170'},7GaxyUddsPok8BuhxN6OUW,,,,,,,,,
3BKoLgNpEcjw5cvOvH4Nqe,Ain’t Nobody Here But Us Chickens,Showtime,1k6UnF1HRJqnFWDP0sqLuf,179386,1964-04-01,day,4,{'isrc': 'USUM71410028'},7GaxyUddsPok8BuhxN6OUW,,,,,,,,,
7aTiqvizn5SOscReZgehFM,can we,froge.mp3,4AueWk2dGXqbMFx7ogEAs7,156653,2022-10-21,day,36,{'isrc': 'GBUM72206443'},4DpmPt7gfAAq7WEx0E1X8s,4M4KGWKy7pSQ5HaJNCutBN,2U6J9Q89i1TNhesKreFD65,,,,,,,
4O9t8Qq941SAzdGlex4noA,What You Need (feat. Charlotte Day Wilson),BUBBA,5FQ4sOGqRWUA5wO20AwPcO,183786,2019-12-13,day,68,{'isrc': 'USRC11903726'},6qgnBH6iDM91ipVXv28OMu,3GQboECxDT1xqPPWC30p7v,,,,,,,,
4sys6H7gj0kgsa2bUx0IeW,A Bird's Last Look,Out With the Old in With the Taboo,6eKaAhAfbKpu15FT8C89g6,69565,2022-04-21,day,0,{'isrc': 'TCAGE2226180'},7r8EHfxHZHU16sUV3BEH1t,,,,,,,,,
0W2CHYtNLuEBJCCuqOona7,A Devil's Touch in the Midwest,An Old Smile,6CqtWGd1BcpvH4bDTIMvua,68006,2021-02-16,day,3,{'isrc': 'TCAFK2161350'},7r8EHfxHZHU16sUV3BEH1t,,,,,,,,,
4X2uLX27HgvoLdvFs7daOT,Dimly Lit Small Town,Out With the Old in With the Taboo,6eKaAhAfbKpu15FT8C89g6,79999,2022-04-21,day,0,{'isrc': 'TCAGE2226186'},7r8EHfxHZHU16sUV3BEH1t,,,,,,,,,
7Cp2PE6Id35QlK1pIpu7X9,This Could Build Us a Home,haha,2tH1S9Q2RUcLrOizMy9I1K,120403,2015-10-09,day,55,{'isrc': 'USEP41522010'},4UVlSeEFDPmlkYKaRMRoOz,,,,,,,,,
1PAKcvZUMSgEqRhmhZDeGk,Atomic,Best Of Blondie,7mEjsBlRmfP63cH1gdPT6A,282240,1981-10-31,day,45,{'isrc': 'USCH39400050'},4tpUmLEVLCGFr93o8hFFIB,,,,,,,,,
4qO03RMQm88DdpTJcxlglY,Call Me,Atomic/Atomix,5HRB9TeaIHRBxfIm4XZTj6,212600,1999-01-01,day,70,{'isrc': 'USCH38900008'},4tpUmLEVLCGFr93o8hFFIB,,,,,,,,,
3mujTWXLsholsEJzAxRsxP,Let Yourself Go,Diamond in the Rough,0hBlULfjPTKngZsvbe3qpE,191333,2010-01-01,year,35,{'isrc': 'US2HK0917901'},6XItHNeKXecnFpkJHOn5JL,,,,,,,,,
6UmyFEmXBEFxrrpoz8rIM1,Never Too Late,Laugh To Keep From Crying,4rKDgc5ciCDtb9wXgtdyVV,208190,2019-03-26,day,35,{'isrc': 'QMMEH1900010'},4fOeUqO6hyPt3njfQRX175,,,,,,,,,
3YTwCVfJHxdzHbdz1ADCTI,Let Me Go,It Ain't Where You Been,1I9sWXHzWgAdpGqkPwkSHW,184008,2013-07-16,day,62,{'isrc': 'USBEN1353206'},0nVQLK3LSM9SFP5xp64D7a,,,,,,,,,
